job_id,source,job_title,company,location,description,skills,careers_required,date_posted,url,career_tag,soft_skills_detected,extraction_date
b53cfe9660ae17910487dd24d138be97,jooble,Ingeniero(a) de Proyectos en Telecomunicaciones,Bermudez Longo Diaz-Masso LLC,Puerto Rico,"&nbsp;...responsable de asistir al Gerente de Proyectos en la coordinacin y control de las actividades de construccin en los proyectos de  <b>telecomunicaciones.</b>  Supervisa directamente las labores en el rea de trabajo, es el enlace entre el gerente de proyecto, los supervisores y...&nbsp;",[],Telecomunicaciones,2025-06-24T00:00:00.0000000,https://jooble.org/jdp/-2463346082866005637,,[],2025-07-18
d171dfd225b5377e1d70e7266dd65a70,jooble,Trabajadores de Construccin en Telecomunicaciones,Bermudez Longo Diaz-Masso,Puerto Rico,"&nbsp;...<b>Telecomunicaciones </b>Trabajadores 
 Plazas disponibles en: Adjuntas - Ponce 
 LEA CUIDADOSAMENTE 
 Descripcin: Los trabajadores de construccin de Telecomunicaciones son responsables de realizar trabajos soterrados y areos asistiendo en las instalaciones de tuberas y...&nbsp;",[],Telecomunicaciones,2025-07-18T11:05:44.1700000,https://jooble.org/jdp/-2656567862787258745,,[],2025-07-18
0ce82c369938a5febb911f1ac805f2e2,jooble,Arquitecto IA Generativa,DXC Technology Inc.,"Baltimore, MD","&nbsp;...su integración efectiva en los procesos y productos.

Requisitos:
Titulación en Ingeniería Informática, Matemáticas, Física, <b>Telecomunicaciones </b>o equivalente.
Valorable: estudios de posgrado en IA, Machine Learning o campos relacionados.
Excelentes habilidades de comunicaci...&nbsp;",[],Telecomunicaciones,2025-07-16T00:00:00.0000000,https://jooble.org/jdp/7552732271284937983,,[],2025-07-18
c5550f389f3b635b6c8df62fbb1ef2bb,jooble,PROJECT MANAGER FINTECH,KinPOS Selected,"Miami, FL","&nbsp;...entornos giles de alto rendimiento. 

 Formacin: 
 Ttulo universitario en Ingeniera de Sistemas, Electrnica, Industrial,  <b>Telecomunicaciones,</b>  Administracin o carreras afines. 
 Especializacin o certificacin en Gestin de Proyectos. 
 Certificaciones deseables: Scrum...&nbsp;",[],Telecomunicaciones,2025-07-11T00:00:00.0000000,https://jooble.org/jdp/-8096818108638661724,,[],2025-07-18
a1800b1b62ca69a9d3cfe5d6755140fa,jooble,TECNICO (A) EN SALUD OCUPACIONAL,Metrocom,"San Jose, CA","&nbsp;...habilidades requeridas Licencia B1 al día
Vehículo Propio
Conocimientos, destrezas y habilidades deseables Conocimiento del mercado de <b>telecomunicaciones
</b>Descripción general del trabajo Fecha de publicación : 17/04/2024
Tipo de modalidad : Presencial
Experiencia mínima : 2 años...&nbsp;",[],Telecomunicaciones,2025-07-15T00:00:00.0000000,https://jooble.org/jdp/3460280578739050071,,[],2025-07-18
8c48a093d4bf0634c4cc50c3369bee87,jooble,RECLUTADOR,Jobleads-US,"San Jose, CA","&nbsp;...50.000 x Mes
Fecha de aplicación : Sin aplicar
Información de la compañía Somos un grupo empresarial que brinda servicios de <b>telecomunicaciones </b>de alta calidad y con la mejor tecnología a un precio justo.Metrocom forma parte de Cable Color, empresa regional con presencia...&nbsp;",[],Telecomunicaciones,2025-07-17T09:17:11.6770000,https://jooble.org/jdp/-8654452513044464728,,[],2025-07-18
dccc2b98ed518ce7057e386ea144ad65,jooble,Operador/a Soporte N2,Ezentis,"Baltimore, MD","&nbsp;...cuentas, protocolo DNS, Office 365, Powershell...
Requisitos Mínimos:
Formación académica: Grado Medio/Superior - Informática/ <b>Telecomunicaciones.</b>
Experiencia de al menos 1 año en un puesto similar.
Experiencia en soporte de servicios como alojamiento web y Cloud,...&nbsp;",[],Telecomunicaciones,2025-07-16T00:00:00.0000000,https://jooble.org/jdp/-8621528106546889346,,[],2025-07-18
d50dc649e93e65afca8906be38fc16a2,jooble,Debt Collector Bilingual,Credit Control LLC,"Earth City, MO","&nbsp;...nuestro equipo!
 Credit Control, LLC es una agencia de cobro bien establecida, exitosa y compatible. ¡Nuestros clientes incluyen <b>telecomunicaciones,</b> atención médica, 1st party y los clientes financieros más grandes de la nación!
 Además, Credit Control LLC ha sido...&nbsp;",[],Telecomunicaciones,2025-07-18T00:00:00.0000000,https://jooble.org/jdp/-8838526150566803021,,[],2025-07-18
48388e3cdd466e56c33d5a2af76bb197,jooble,Coax Splicer,MasTec Communications Group,Washington DC,"&nbsp;...nodos para reducir la capacidad.
Utilizar medidores RF y reflectómetros de dominio de tiempo (TDR).
Leer diseños y planos de <b>telecomunicaciones </b>CATV.
Trabajar en sitios de construcción de servicios públicos al aire libre.
Calificaciones
Acerca de ti:
Tienes un conocimiento...&nbsp;",[],Telecomunicaciones,2025-07-16T00:00:00.0000000,https://jooble.org/jdp/-7428652485815528113,,[],2025-07-18
20dfd96e98b88e2403b9639595930b53,jooble,Arquitecto/a Datos,Santalucía Group,"Erwin, TN","&nbsp;...legados tradicionales hacia nuevas arquitecturas y plataformas digitales.
Licenciatura / Grado superior o medio en Informática o <b>Telecomunicaciones.</b>
Formación complementaria en el ámbito de datos.
Conocimiento Requeridos
Conocimiento y experiencia en las plataformas y...&nbsp;",[],Telecomunicaciones,2025-07-18T00:00:00.0000000,https://jooble.org/jdp/5929719846973541594,,[],2025-07-18
